time,temperature_2m_max(c),temperature_2m_min(c),temperature_2m_mean,precipitation_sum(mm),rain_sum(mm),snowfall_sum(cm),wind_speed_10m_max(km/h),wind_gusts_10m_max(km/h),wind_direction_10m_dominant
01-01-1981,-14,-19.6,-16.7,0,0,0,30.6,58.3,354
02-01-1981,-14.6,-22.4,-18.7,0,0,0,23.6,45.7,341
03-01-1981,-14.6,-23.3,-19.7,0,0,0,10.6,20.2,51
04-01-1981,-13.7,-23.3,-19,0,0,0,11.5,16.2,293
05-01-1981,-12.8,-21.9,-17.1,0,0,0,13,22.3,256
06-01-1981,-6,-17.4,-12.1,0,0,0,13.4,26.3,282
07-01-1981,-5.6,-16.1,-11.6,0,0,0,11.8,20.5,208
08-01-1981,-4.4,-14.7,-10.4,0,0,0,13.2,22.3,285
09-01-1981,-6.7,-15.2,-10.7,0,0,0,17.8,33.1,315
10-01-1981,-8.8,-15.3,-12.4,0,0,0,20.7,39.2,304
11-01-1981,-5.1,-15.2,-10.5,0,0,0,22.9,41,326
12-01-1981,-9.6,-19.2,-14.9,0,0,0,16.6,33.1,326
13-01-1981,-11.4,-21.5,-16.8,0,0,0,11.9,22.7,357
14-01-1981,-13.3,-21.9,-18.3,0,0,0,14.3,30.6,18
15-01-1981,-11.7,-21.5,-16.8,0,0,0,13.6,27.4,342
16-01-1981,-9.4,-19.7,-15.3,0,0,0,10.6,21.6,230
17-01-1981,-6.7,-17.9,-12.9,0,0,0,17,30.6,354
18-01-1981,-11.4,-19.2,-15.5,0,0,0,21.7,43.6,337
19-01-1981,-10.2,-19,-15.1,0,0,0,12.1,20.5,302
20-01-1981,-7.5,-17.7,-13.3,0,0,0,16,27,305
21-01-1981,-9.3,-18.9,-14.9,0,0,0,13,26.6,293
22-01-1981,-8.2,-18.6,-12.5,0.8,0,0.63,14,22.7,187
23-01-1981,-3.7,-16.8,-9.9,1.3,0,0.98,19.9,33.1,292
24-01-1981,-10.3,-22.2,-16.7,0,0,0,19.4,33.1,326
25-01-1981,-11,-20.3,-15.9,0,0,0,13.6,21.6,279
26-01-1981,-6.6,-17.7,-13.2,0,0,0,13.7,27.7,277
27-01-1981,-6.7,-17.4,-13.1,0,0,0,13.7,22,217
28-01-1981,-5.3,-17.1,-11.9,0,0,0,11.3,21.6,308
29-01-1981,-7.1,-17.5,-13,0,0,0,10.5,19.4,244
30-01-1981,-5.6,-17.1,-11.5,0,0,0,11.3,22.3,198
31-01-1981,-2.4,-13.7,-7.7,0,0,0,18.5,32,241
01-02-1981,-5.4,-14.1,-10.6,0,0,0,17.1,35.3,247
02-02-1981,-4.3,-14.8,-9.7,0,0,0.14,28.1,52.9,323
03-02-1981,-5.7,-15.9,-11.7,0,0,0,16.4,31.7,282
04-02-1981,-2.4,-15,-8.5,0,0,0,15.9,34.2,191
05-02-1981,-0.9,-14.2,-7.8,0,0,0,18.4,33.5,346
06-02-1981,-6.2,-15.4,-12,0,0,0,16.6,32,317
07-02-1981,0.2,-14.5,-7.5,0,0,0,12,25.2,259
08-02-1981,-1.3,-13.4,-7.8,0,0,0,11.4,21.2,323
09-02-1981,0.7,-11.3,-5.8,0,0,0,22.1,39.6,284
10-02-1981,-1.1,-9.2,-6,0,0,0,25.9,47.5,268
11-02-1981,6.9,-6.7,-1.2,0,0,0,26,47.9,210
12-02-1981,4,-8.7,-3,0,0,0,18.9,37.1,9
13-02-1981,3,-7.1,-1.2,0.2,0,0.21,15.8,28.4,149
14-02-1981,3.5,-4.3,-1.5,0,0,0.07,19.8,33.8,336
15-02-1981,-0.6,-12.3,-6.5,0,0,0,25,48.2,338
16-02-1981,-4.5,-12.8,-9.2,0,0,0,15,31,47
17-02-1981,0.5,-11.2,-4,0,0,0.07,26.1,49,220
18-02-1981,-3.7,-14.4,-8.9,0,0,0,25.2,46.8,321
19-02-1981,-4,-13.1,-7.5,1,0,0.91,9.9,22.7,115
20-02-1981,-3.2,-14.6,-9.1,0,0,0.07,16.5,35.3,300
21-02-1981,-1.7,-12.1,-7.2,0.1,0,0.14,13.4,32.4,72
22-02-1981,-3.3,-15.2,-8.3,0.2,0,0.56,17.6,34.2,4
23-02-1981,-5.8,-15.3,-11.1,0,0,0,18.2,35.6,354
24-02-1981,-7.9,-19.4,-13.8,0,0,0,23.7,49,325
25-02-1981,-14.9,-21.1,-17.4,0,0,0,24.6,46.8,314
26-02-1981,-11.5,-19.8,-15.9,0,0,0,17.9,34.6,252
27-02-1981,-3.1,-15.9,-8.2,0,0,0,16.1,31.7,198
28-02-1981,1.5,-13.3,-5.6,0,0,0,21,37.8,292
01-03-1981,1,-10.6,-4,0,0,0,24.1,42.8,194
02-03-1981,7.1,-2.8,0.9,0,0,0,24.7,49.7,202
03-03-1981,7.4,-7,0.5,0,0,0,24.4,38.5,299
04-03-1981,3.1,-7.7,-2.7,0,0,0,21.6,36.4,271
05-03-1981,-3.2,-8.6,-6.4,0,0,0,28.1,55.1,293
06-03-1981,5.9,-10.8,-1,0,0,0,38,77,272
07-03-1981,-4.7,-11.2,-8.6,0,0,0,24.3,45,18
08-03-1981,-1,-9.1,-4.5,0,0,0,17.1,27.4,47
09-03-1981,1.5,-6.9,-3.5,0,0,0,20,37.8,300
10-03-1981,7.1,-2.6,1.5,0,0,0,32,56.2,193
11-03-1981,13.5,-0.8,4.9,0,0,0,34.5,63,206
12-03-1981,13.3,2.4,6.5,0.3,0.3,0,29.1,54.4,199
13-03-1981,10.1,1.6,5.6,14.3,14.2,0.07,24.2,44.6,222
14-03-1981,1.7,-4.4,-0.7,6.2,0.6,4.06,33.9,62.6,345
15-03-1981,4.3,-4.8,-0.9,0,0,0,24,47.2,297
16-03-1981,10.1,-3.8,2.1,0,0,0,13.8,30.2,234
17-03-1981,14.7,-0.6,6.2,0,0,0,17.8,33.5,202
18-03-1981,15.1,-1.7,5.7,0,0,0,11.9,24.5,184
19-03-1981,6.6,-5.5,0,0.2,0,0.14,28.1,52.2,1
20-03-1981,7.2,-3.1,1.6,0,0,0,10.9,23.4,122
21-03-1981,10.3,-0.3,4.6,1.1,1.1,0,17.9,32.4,28
22-03-1981,10.1,-3.8,2.5,0,0,0,19,36.7,41
23-03-1981,11.3,2.9,6.5,1.5,1.5,0,14.8,31.7,115
24-03-1981,6.8,3.1,5.2,29.5,29.5,0,12.6,26.3,110
25-03-1981,3.5,-4,-0.2,13.3,4.8,6.02,36,64.8,343
26-03-1981,-1.3,-7.8,-4.4,0,0,0,30.5,55.8,321
27-03-1981,5.1,-4.7,-0.2,1,0.1,0.63,21.7,42.5,230
28-03-1981,5.2,-6.7,-1.6,0,0,0,12.3,25.2,332
29-03-1981,5.9,-6.2,-1.3,0,0,0,12.2,25.9,296
30-03-1981,8.6,-1.1,3.3,1.2,0,0.84,8.5,20.9,42
31-03-1981,1.6,-4.4,-0.3,10.1,1.5,6.16,14.8,24.8,16
01-04-1981,5.8,-5.3,-0.6,0,0,0,14.6,26.3,310
02-04-1981,9.5,-1.3,3.2,0,0,0,20.7,37.4,221
03-04-1981,15.6,-2.7,5.6,0,0,0,25.5,48.2,232
04-04-1981,14.5,2.6,7.3,0,0,0,15.1,26.6,201
05-04-1981,16.9,0.4,8.4,0,0,0,17.4,31.3,327
06-04-1981,15.1,-1,6.8,0,0,0,11.9,26.3,296
07-04-1981,19.6,7.3,12.5,0,0,0,24.8,45,194
08-04-1981,21,8.3,13.5,0.4,0.4,0,30.4,55.8,199
09-04-1981,17.9,5.2,11.4,0.8,0.8,0,24.7,52.2,206
10-04-1981,15.9,1.9,8.7,0,0,0,24.6,50.8,315
11-04-1981,10.5,0.5,5.3,0,0,0,20.3,45.7,7
12-04-1981,12,0.4,5.9,0.7,0.7,0,20.6,40.3,278
13-04-1981,15.3,0.4,8.2,0,0,0,23,42.5,277
14-04-1981,17.4,5,11,0,0,0,25.1,45.4,200
15-04-1981,14.8,1.4,9,0,0,0,21.5,43.6,184
16-04-1981,18.4,2.5,10.8,0,0,0,15.9,33.5,353
17-04-1981,20.7,5.2,12,0.4,0.4,0,20.5,38.2,222
18-04-1981,15.2,5.8,10,2.2,2.2,0,23.3,43.6,345
19-04-1981,16.8,1.8,9.6,0,0,0,33.1,60.1,355
20-04-1981,20.8,6.7,13,0,0,0,18,30.6,206
21-04-1981,26.3,8.5,16.2,0,0,0,23.2,41.8,207
22-04-1981,26,13.5,18.2,0,0,0,33.6,60.1,202
23-04-1981,14,5.7,9.1,2,2,0,21,41.4,260
24-04-1981,15.6,3.2,9.9,0,0,0,31.6,58.7,311
25-04-1981,20.3,7.1,13.7,0,0,0,26.9,38.5,238
26-04-1981,22.2,2.9,12.8,0,0,0,24.9,46.1,42
27-04-1981,21.2,8.8,14.5,0,0,0,18.4,37.8,109
28-04-1981,21.9,9.5,15,0.1,0.1,0,19.7,43.9,190
29-04-1981,19.3,8.9,14,0.4,0.4,0,22.3,39.6,193
30-04-1981,25.3,14,18.9,0,0,0,29.9,55.1,197
01-05-1981,25.6,8.1,17.5,6.6,6.6,0,39.7,74.5,203
02-05-1981,12.7,3.6,6.9,5.8,5.8,0,27.5,51.8,280
03-05-1981,13,5.3,8.8,0,0,0,36.1,70.2,263
04-05-1981,18.7,7,12.5,0,0,0,29.1,53.3,244
05-05-1981,24.2,11,16.7,0,0,0,38.9,73.4,190
06-05-1981,22.7,11.8,16.5,2.9,2.9,0,26.2,49.7,184
07-05-1981,22.2,10.7,15.8,0.5,0.5,0,34,64.8,193
08-05-1981,16.1,5,10.5,4.2,4.2,0,23.3,47.9,273
09-05-1981,21.2,9.5,15.1,0,0,0,23.8,43.9,168
10-05-1981,21.9,6.9,13.7,0.7,0.7,0,39.5,72.4,229
11-05-1981,9.5,5.9,7.8,1.5,1.5,0,33.1,58,301
12-05-1981,17.7,3.4,11.3,0,0,0,27.7,49.7,303
13-05-1981,22.9,8.8,15.2,0,0,0,16.1,29.9,93
14-05-1981,22.9,11.7,17.1,0,0,0,19.5,34.2,178
15-05-1981,20.7,11,15.4,1.5,1.5,0,23.4,45.4,214
16-05-1981,15.8,10.2,12.6,8.9,8.9,0,13.4,27,51
17-05-1981,16.5,8.9,12.8,4.4,4.4,0,11.9,25.9,349
18-05-1981,19.8,9.5,15,0,0,0,22.4,45.4,6
19-05-1981,24.4,10.3,17.3,0,0,0,10.2,27.7,269
20-05-1981,28.4,12.7,20.6,0,0,0,20.1,35.6,208
21-05-1981,27.6,13.8,20.3,0,0,0,19.6,36.7,201
22-05-1981,30.7,13.5,22,0,0,0,14.5,32,42
23-05-1981,32,17.6,23.8,0,0,0,22.7,42.1,310
24-05-1981,23.1,9.2,17.3,0,0,0,27.4,51.8,5
25-05-1981,24.9,15.2,20.1,0.5,0.5,0,24,45.4,195
26-05-1981,26.2,16.3,20.5,0.4,0.4,0,21.3,41.4,129
27-05-1981,22,13.7,17,7.8,7.8,0,18.2,42.8,0
28-05-1981,24.6,10.2,17.4,0,0,0,22,49,15
29-05-1981,21.9,10.6,16,0,0,0,19.1,40.7,63
30-05-1981,20,10,14.8,2.2,2.2,0,18.8,36,8
31-05-1981,22.8,11.4,17.3,0,0,0,21.9,48.6,346
01-06-1981,26.2,11,18.8,0,0,0,15.5,31.7,63
02-06-1981,30.4,15,22.4,0,0,0,25.3,46.8,195
03-06-1981,27.5,12.1,19.7,1.3,1.3,0,28.8,59.8,237
04-06-1981,25.8,15.4,20.5,0,0,0,23,44.6,265
05-06-1981,30.7,18.3,23.7,0,0,0,18.9,31.7,208
06-06-1981,31.7,16.6,24.6,0.7,0.7,0,23.8,40.7,193
07-06-1981,30.7,21.1,25.4,0,0,0,26.3,47.5,184
08-06-1981,27.8,16.6,22.2,11.3,11.3,0,23.7,44.3,210
09-06-1981,21.3,15.4,18.3,24.6,24.6,0,15.2,34.6,206
10-06-1981,24.2,13.5,19.5,0,0,0,8.4,27.4,265
11-06-1981,27.3,16.6,21.7,8.7,8.7,0,11.9,26.3,34
12-06-1981,19.1,13.1,16.6,9.6,9.6,0,17.2,35.3,84
13-06-1981,24.6,15.2,20,0,0,0,11.1,23,172
14-06-1981,26.4,16.7,21.8,0,0,0,13.2,28.4,210
15-06-1981,28.7,19.8,24.1,1.3,1.3,0,21.9,41.4,198
16-06-1981,28.3,16.4,22.6,0,0,0,16.9,37.8,281
17-06-1981,30.4,15.9,23.9,0,0,0,10.7,23.8,234
18-06-1981,30.9,20.1,25.1,0,0,0,19.3,35.6,196
19-06-1981,26.8,14.9,21.8,0,0,0,18.5,41.4,336
20-06-1981,28.7,20,24.1,8.8,8.8,0,15,31,146
21-06-1981,22.2,13.5,18.1,1.9,1.9,0,25.5,47.2,289
22-06-1981,23.4,13.6,18.9,0.2,0.2,0,25.2,51.8,274
23-06-1981,28.5,14.3,21.7,0.1,0.1,0,26.6,51.8,254
24-06-1981,31,17.9,22.8,10.3,10.3,0,20.7,45.4,204
25-06-1981,27.9,18.8,23.3,13.3,13.3,0,23.5,38.9,191
26-06-1981,26.3,18.1,21.4,13.2,13.2,0,29.8,54.4,222
27-06-1981,24.6,14.5,19.8,0,0,0,17.9,36,327
28-06-1981,27.7,18,22.9,0,0,0,19.9,32.4,171
29-06-1981,28.1,18.6,23.3,3.1,3.1,0,25.2,41,206
30-06-1981,30.9,18.7,24.8,0,0,0,16,34.6,190
01-07-1981,28.6,20.5,24.2,2.5,2.5,0,12.1,39.6,145
02-07-1981,29,18.7,24.2,0.3,0.3,0,16.5,31.7,146
03-07-1981,27.8,19.3,23.4,1.3,1.3,0,21.2,35.3,174
04-07-1981,22.3,19.9,20.9,90.2,90.2,0,33.5,76.3,205
05-07-1981,24.6,18.9,21.1,3.1,3.1,0,19.8,36.7,328
06-07-1981,25.8,16.8,21.6,0.2,0.2,0,20.4,37.1,345
07-07-1981,29,20.1,24.7,7,7,0,20.5,39.6,191
08-07-1981,21.9,19,20.3,8.4,8.4,0,28.3,49.7,263
09-07-1981,25.6,15.3,20.9,0.3,0.3,0,25.9,54.4,343
10-07-1981,25,17.3,21.1,0,0,0,15.5,29.9,107
11-07-1981,30.9,19.8,25.3,0,0,0,21,39.2,197
12-07-1981,31.1,20.5,25.9,0,0,0,16.7,30.6,179
13-07-1981,30.1,22.5,25.8,0,0,0,28.2,49.7,198
14-07-1981,26,19.9,22.9,0.5,0.5,0,20.7,36.7,205
15-07-1981,26.9,22.4,24.3,0,0,0,28.6,47.2,190
16-07-1981,29.6,23.7,26.3,1.7,1.7,0,33.7,59.8,199
17-07-1981,26,23.8,24.9,22.1,22.1,0,22.1,41.4,192
18-07-1981,28.5,24.7,26.2,2,2,0,29.2,52.6,200
19-07-1981,32.4,25.7,28.2,0.2,0.2,0,23.7,45.4,194
20-07-1981,30.3,24,26.3,9.2,9.2,0,16.9,40,191
21-07-1981,29.4,24.7,26.5,2,2,0,19.9,37.1,161
22-07-1981,32.6,25,28.3,0.8,0.8,0,22.1,40.7,193
23-07-1981,32.4,24.9,27.9,26.8,26.8,0,24,45,189
24-07-1981,31.2,23.7,27,3,3,0,24.8,50,209
25-07-1981,30.1,23.2,26.8,0,0,0,7.9,19.4,106
26-07-1981,32.1,23.9,28,0.9,0.9,0,15,24.8,167
27-07-1981,28.9,23.1,25.5,22.7,22.7,0,19.2,35.3,172
28-07-1981,24.7,20.8,22.7,14.1,14.1,0,16.3,28.1,252
29-07-1981,29.2,19.3,24.3,0,0,0,19.7,32,20
30-07-1981,30.1,20.8,25.6,0,0,0,11.2,20.5,80
31-07-1981,30.9,24.3,27.3,0.6,0.6,0,22.8,41.4,195
01-08-1981,31.1,24.7,27.6,0.8,0.8,0,23.1,47.2,202
02-08-1981,30.2,17.9,23.4,29,29,0,30.9,64.1,266
03-08-1981,27.2,17,22.6,0,0,0,16.8,32.4,358
04-08-1981,23,12,18.3,0,0,0,20.8,41,33
05-08-1981,23.3,13.9,18.9,0,0,0,8.3,19.1,75
06-08-1981,25.5,17.5,21.4,0,0,0,10.6,22.7,193
07-08-1981,22.1,17.2,19.8,1.3,1.3,0,15.8,28.4,182
08-08-1981,24.6,16.1,20.3,0.5,0.5,0,12.6,30.2,309
09-08-1981,26.5,17.2,21.7,0.5,0.5,0,13.2,27.7,248
10-08-1981,25,16.6,20.4,8,8,0,9,25.6,205
11-08-1981,25.7,15.8,21.1,0.2,0.2,0,10.5,28.1,294
12-08-1981,28.2,17.4,23.1,0.5,0.5,0,8.4,27,233
13-08-1981,29.4,18.8,24.2,0.1,0.1,0,14.7,30.6,187
14-08-1981,27.7,22.2,24.6,0.3,0.3,0,21.7,45,193
15-08-1981,27.6,20.7,23.9,4,4,0,25.2,50.8,197
16-08-1981,24.4,20.5,22.5,1.8,1.8,0,24.3,43.9,200
17-08-1981,27.2,17.2,22.4,0.7,0.7,0,10.8,20.2,358
18-08-1981,30.1,19.8,24.6,0,0,0,16.7,29.2,212
19-08-1981,31,22.1,26.1,1.8,1.8,0,21.1,41.4,198
20-08-1981,24.6,19,21.5,5.5,5.5,0,15.6,30.6,193
21-08-1981,27.7,17.4,22.1,0.1,0.1,0,16.6,36.4,283
22-08-1981,26.3,15.2,20.8,0,0,0,16.4,34.9,322
23-08-1981,26.8,15.6,21.3,0,0,0,14.9,28.4,335
24-08-1981,28.3,20.7,24.3,15.3,15.3,0,27.4,52.6,195
25-08-1981,24.6,14.9,19.7,1.4,1.4,0,17.8,37.4,280
26-08-1981,27,14.2,20.4,0,0,0,13.5,25.9,282
27-08-1981,27.1,15.7,21.2,0,0,0,14.3,25.2,209
28-08-1981,26.8,20.7,23.1,8.8,8.8,0,29.8,65.9,193
29-08-1981,22.8,13.3,18.3,6.6,6.6,0,16.1,37.1,272
30-08-1981,25.3,17.3,20.9,3.3,3.3,0,18.9,43.9,213
31-08-1981,22.2,11.7,16.8,0.3,0.3,0,25.3,46.1,47
01-09-1981,23.2,11.3,17.8,0,0,0,12.7,24.1,34
02-09-1981,23.3,14.7,18.5,0,0,0,17.1,35.3,35
03-09-1981,23.7,11.5,18,0,0,0,23.3,43.6,20
04-09-1981,24.7,11.4,18.2,0,0,0,14.3,31,309
05-09-1981,23.7,12.3,17.8,0,0,0,11.5,23.8,232
06-09-1981,26,14.2,19.9,0,0,0,15.3,25.9,209
07-09-1981,26.8,16.3,21,12.8,12.8,0,16.9,48.2,117
08-09-1981,17.3,9.7,13,31.7,31.7,0,35.6,64.8,17
09-09-1981,19.2,8.1,13.9,0,0,0,19.5,37.8,16
10-09-1981,20.7,13,16.9,3.1,3.1,0,25,45.4,197
11-09-1981,14.5,6.5,11.6,0,0,0,27.9,51.8,325
12-09-1981,18.7,7.5,13.2,0,0,0,11,25.6,303
13-09-1981,18,6.9,12.6,0,0,0,18.2,35.6,309
14-09-1981,20.6,8.1,13.9,0,0,0,13,26.6,286
15-09-1981,22.4,12.6,16.9,0,0,0,18.8,31.7,198
16-09-1981,22.9,16.1,18.7,3.6,3.6,0,25.1,49.7,194
17-09-1981,27.2,17,21.2,0,0,0,28.3,52.9,203
18-09-1981,25.5,15.1,19.8,0.2,0.2,0,25.7,53.3,194
19-09-1981,22.9,16.8,19.4,1.3,1.3,0,22,54,183
20-09-1981,20,17.3,18.5,3.7,3.7,0,34.3,60.5,201
21-09-1981,22.3,16.5,18.8,1.7,1.7,0,14.2,24.8,204
22-09-1981,22.8,17,19.4,0.1,0.1,0,19.5,33.1,178
23-09-1981,25.7,17.7,21.2,0,0,0,30,55.1,203
24-09-1981,25.1,15,20.2,0.7,0.7,0,16.5,36.7,204
25-09-1981,26,17.8,21.1,0,0,0,19.6,37.4,191
26-09-1981,23.1,9.4,15.2,0.7,0.7,0,28.1,54,359
27-09-1981,12.5,2.5,7.8,0,0,0,26.8,45.7,7
28-09-1981,14.9,6.8,10,0,0,0,10.1,26.3,168
29-09-1981,17.8,9.6,13,0,0,0,19.1,36,176
30-09-1981,21.5,9.3,15.6,1.8,1.8,0,29,57.6,209
01-10-1981,18.6,8.3,13.2,0,0,0,23.8,45,296
02-10-1981,16.4,4.6,10.4,0,0,0,21.3,41,350
03-10-1981,18.2,10.4,13.3,0,0,0,26.4,47.5,185
04-10-1981,14.2,4.9,10.7,4.9,4.9,0,26.3,50.8,229
05-10-1981,19.4,9.5,13.7,0,0,0,20.9,37.1,200
06-10-1981,22.6,9.4,15.5,0,0,0,22.6,45,211
07-10-1981,22.7,3.5,14.1,6.5,6.5,0,26.4,48.6,277
08-10-1981,12.8,4.5,7.9,0.1,0.1,0,32.8,61.9,275
09-10-1981,12.9,4.6,8.5,0,0,0,33.6,62.3,297
10-10-1981,16.8,4.1,10.3,0,0,0,17.7,35.3,225
11-10-1981,18.1,7.3,11.6,0,0,0,20.3,37.1,202
12-10-1981,18.3,0.8,8.4,5.8,5.8,0,24.1,58,310
13-10-1981,8.8,-0.1,4.2,0,0,0,16.3,36,278
14-10-1981,13.8,3,7.5,0,0,0,16.3,29.2,231
15-10-1981,16.9,2.8,9.4,0,0,0,21.1,40.3,231
16-10-1981,17.4,7.1,11.7,0.1,0.1,0,14.2,21.6,199
17-10-1981,12.7,1.7,7.7,0,0,0,19.6,38.2,350
18-10-1981,10.9,-1.5,4.2,0,0,0,16.9,33.1,8
19-10-1981,12.5,3.3,6.7,0,0,0,13.4,23,150
20-10-1981,16.4,6.7,10.7,0,0,0,15.3,33.5,199
21-10-1981,12.9,-0.3,5.3,4.4,4.4,0,24.2,45,297
22-10-1981,3.7,-2.9,0.2,0.5,0.2,0.21,28.2,52.9,313
23-10-1981,4.9,-1.6,1.3,0,0,0,35,61.9,296
24-10-1981,5.4,-2.3,1.2,0,0,0,27.8,50,294
25-10-1981,8.7,-1,2.7,0,0,0,18.6,35.3,245
26-10-1981,15,3.5,9.6,0,0,0,30.8,60.8,205
27-10-1981,14.9,4.2,9.3,0,0,0,21.3,40.7,234
28-10-1981,9.6,-1.1,4,0.4,0.4,0,21.7,38.2,267
29-10-1981,8.5,-0.5,4.5,0,0,0,24.6,44.3,234
30-10-1981,10.7,-3.6,3,0.3,0.3,0,23.4,43.2,306
31-10-1981,3.5,-5.5,-1.4,0,0,0,18.7,37.1,291
01-11-1981,7.4,-1.9,2.7,0,0,0,13.7,30.6,151
02-11-1981,5.5,-4,2.2,8.3,7.2,0.84,26.6,48.2,14
03-11-1981,-1.1,-8.1,-5.1,0,0,0,26.8,50.4,323
04-11-1981,-2.6,-8.8,-6.6,0,0,0,18.6,37.8,312
05-11-1981,-2.5,-9.5,-7.2,0,0,0,13.4,27.4,315
06-11-1981,-4.3,-12.1,-8.9,0,0,0,18.6,37.1,301
07-11-1981,-8.2,-13.5,-10.6,0,0,0,23.1,45.7,305
08-11-1981,-5.1,-12.5,-8.3,0,0,0,15.6,26.3,221
09-11-1981,1.5,-7.7,-3.2,0,0,0,21.9,42.5,241
10-11-1981,0.8,-6.6,-3.8,0,0,0,12.8,26.6,285
11-11-1981,4.9,-3.9,0.7,0,0,0,24,40,211
12-11-1981,6.7,-5.9,-0.3,0,0,0,18.6,36.4,320
13-11-1981,2.2,-5,-1.7,0,0,0,17.4,29.9,213
14-11-1981,7.3,-2.7,1.2,0,0,0,18.4,33.1,277
15-11-1981,0.2,-10,-5.8,0,0,0,24.8,48.2,6
16-11-1981,-5.8,-9.8,-8.4,0,0,0,17.3,36.7,322
17-11-1981,-0.5,-7.3,-4.2,0,0,0,16,27.4,197
18-11-1981,4.2,-5.5,-1.3,0,0,0,20.4,37.4,206
19-11-1981,7.7,-4.3,0.4,0,0,0,23.9,45.4,279
20-11-1981,1.2,-6.2,-3.3,0,0,0,20.4,40,297
21-11-1981,1.8,-7.1,-3.5,0,0,0,20.4,38.9,290
22-11-1981,3.1,-3.8,0.2,0,0,0,28,51.1,222
23-11-1981,0.5,-8.2,-4.2,0,0,0,28.6,52.9,307
24-11-1981,-2.6,-8.5,-6.3,0,0,0,17.2,34.6,272
25-11-1981,0.6,-9.1,-3.7,2.9,0,2.03,14.5,30.6,229
26-11-1981,-2.6,-13.1,-7.7,0,0,0,20.9,33.8,324
27-11-1981,-8.4,-13.8,-11.8,0,0,0,15.9,31.7,299
28-11-1981,-5.3,-12.7,-9.9,0,0,0,8.1,19.1,35
29-11-1981,-6.2,-17.5,-11.5,0,0,0,15.7,29.5,349
30-11-1981,-10.5,-18.5,-14.7,0,0,0,15.8,28.8,323
01-12-1981,-11.2,-17.8,-13.5,0,0,0,21.4,42.5,323
02-12-1981,-5.3,-13.7,-8.9,0,0,0,19.1,32.4,205
03-12-1981,-1.2,-11.4,-6.9,0,0,0,19.2,35.6,247
04-12-1981,-1,-11.4,-6.6,0,0,0,21.2,40.7,281
05-12-1981,-1.5,-10.5,-5.5,0,0,0,23.5,43.9,236
06-12-1981,-1.3,-9.9,-6.4,0,0,0,9.6,19.8,263
07-12-1981,1,-9.2,-4.4,0,0,0,11.3,25.9,270
08-12-1981,2.3,-7.4,-2.2,0,0,0,18.1,30.6,289
09-12-1981,1.5,-7,-3.4,0,0,0,13.2,24.1,248
10-12-1981,3.2,-6.7,-1.9,0,0,0,18.2,33.1,218
11-12-1981,1.4,-6.4,-2.7,0,0,0,23.3,42.5,299
12-12-1981,-2.3,-10.7,-6.1,0,0,0,27.4,50.4,323
13-12-1981,-6.1,-12.5,-9.7,0,0,0,17.8,35.3,330
14-12-1981,-5.8,-14.9,-10.3,0,0,0,14.9,29.5,1
15-12-1981,-7,-14.6,-10.6,0,0,0,10.2,21.2,40
16-12-1981,-5.3,-13.5,-10.2,0,0,0,9.5,21.6,2
17-12-1981,-2.3,-13.4,-8.6,0,0,0,9.8,22.3,278
18-12-1981,-4.2,-13.2,-8.5,0,0,0,8.4,16.6,302
19-12-1981,-2.7,-11,-7.4,0,0,0,12,27.7,303
20-12-1981,0.5,-10.8,-4.8,0,0,0,13.4,21.6,222
21-12-1981,3.5,-7.4,-2.7,0,0,0,18.8,35.3,224
22-12-1981,-1.6,-9.2,-6.1,0,0,0,23.5,41,305
23-12-1981,-4.4,-14,-9.3,0,0,0,28.3,54.7,285
24-12-1981,-0.9,-12.9,-3,0,0,0,33,57.6,201
25-12-1981,-0.6,-8.4,-4.4,0,0,0,16.8,33.5,246
26-12-1981,1.7,-9.1,-3.5,0,0,0,18.8,30.2,215
27-12-1981,-5.8,-13.9,-10.1,0,0,0.14,20.3,38.5,356
28-12-1981,-9.3,-18.5,-13.5,0,0,0.49,19.1,36.7,353
29-12-1981,-10.5,-18.3,-14,0,0,0,16.1,27.7,202
30-12-1981,-5.2,-15.1,-10.5,0,0,0.07,8.6,18.4,25
31-12-1981,-8.5,-17.2,-13.1,0,0,0.14,20.6,42.5,309
01-01-1982,-6.7,-16.3,-13,0,0,0,13.1,30.6,226
02-01-1982,-0.2,-15.5,-5,0.9,0,0.7,33.5,60.1,193
03-01-1982,0.9,-16.9,-7.7,5.6,0,3.99,26.7,53.6,307
04-01-1982,-8.7,-20.7,-15.2,0,0,0,19.2,33.1,345
05-01-1982,-6.8,-19.3,-12.2,0,0,0.21,25.2,42.1,347
06-01-1982,-16.8,-26.2,-21.6,0,0,0,22.1,40,31
07-01-1982,-6.4,-24,-10.3,0,0,0,27.9,49,200
08-01-1982,-1.5,-14.1,-7.4,0,0,0,17.3,34.2,281
09-01-1982,-6.2,-14.9,-9.3,0,0,0,19.9,34.6,198
10-01-1982,-0.7,-12,-4.9,3.7,0,2.66,28.8,50.4,335
11-01-1982,-13.2,-27.7,-19.7,0,0,0,27,45.7,323
12-01-1982,-16.1,-29.1,-23.7,0,0,0,17.5,31.7,282
13-01-1982,-15.4,-29.3,-22,0,0,0,20.3,37.4,272
14-01-1982,-12.4,-23.8,-19.3,0,0,0,13.5,22.3,306
15-01-1982,-10.4,-24.5,-17.6,0,0,0,16.6,29.9,334
16-01-1982,-11.1,-24.3,-19.3,0,0,0,10.4,20.2,247
